Acidity,Aftertaste,Aroma,Balance,Body,Category One Defects,Category Two Defects,Clean Cup,Color,Country of Origin,Flavor,Harvest Year,Processing Method,Sweetness,Uniformity,Variety,altitud_limpia,Specialty
7.67,7.42,7.58,7.67,7.75,1,1,10.0,Green,Colombia,7.75,2013,Washed / Wet,10.0,10.0,Caturra,1750.0,Specialty
7.75,7.58,7.58,7.75,7.58,0,2,10.0,Green,Colombia,7.67,2013,Washed / Wet,10.0,10.0,Caturra,1750.0,Specialty
7.5,7.25,7.83,7.42,7.5,0,14,10.0,Green,Mexico,7.58,2012,Natural / Dry,10.0,10.0,Bourbon,1170.0,Specialty
7.75,7.67,7.67,7.5,7.58,0,12,10.0,Green,Mexico,7.75,2012,Semi-Washed / Semi-Pulped,10.0,10.0,Typica,940.0,Specialty
7.75,7.67,7.75,7.5,7.33,0,0,10.0,Green,Mexico,7.67,2012,Washed / Wet,10.0,10.0,Pacamara,1400.0,Specialty
8.0,7.5,7.83,7.5,7.67,0,5,10.0,Green,Guatemala,7.5,2012,Washed / Wet,10.0,10.0,Caturra,1524.0,Specialty
7.67,7.58,7.67,7.67,7.67,0,0,10.0,Green,Colombia,7.58,2012,Washed / Wet,10.0,10.0,Caturra,1775.0,Specialty
7.5,7.75,7.5,7.67,8.0,3,12,10.0,Green,Guatemala,7.5,2012,Washed / Wet,10.0,10.0,Bourbon,1402.08,Specialty
7.92,7.58,7.5,7.67,7.58,0,0,10.0,,United States (Hawaii),7.67,,,10.0,10.0,,,Specialty
7.58,7.58,7.83,7.58,7.75,0,0,10.0,,Indonesia,7.58,23 July 2010,,10.0,10.0,,1600.0,Specialty
7.5,7.58,7.5,7.83,7.75,0,1,10.0,Green,Colombia,7.58,2017 / 2018,Washed / Wet,10.0,10.0,Caturra,439.0,Specialty
7.58,7.5,7.67,7.67,7.58,0,3,10.0,Green,Guatemala,7.75,2017,Washed / Wet,10.0,10.0,Bourbon,1700.0,Specialty
7.67,7.5,7.67,7.58,7.67,0,2,10.0,Green,Colombia,7.67,2016,Washed / Wet,10.0,10.0,Caturra,442.0,Specialty
7.92,7.42,7.58,7.67,7.5,0,4,10.0,Blue-Green,Costa Rica,7.5,2016,Washed / Wet,10.0,10.0,Caturra,1850.0,Specialty
7.08,7.0,7.67,7.0,7.0,0,0,10.0,Blue-Green,Taiwan,7.67,2015,,10.0,10.0,,,Specialty
7.75,7.33,7.58,7.58,7.67,0,1,10.0,Green,Uganda,7.75,2015,Washed / Wet,10.0,10.0,Sl14,1800.0,Specialty
7.5,7.75,7.5,7.67,7.75,0,0,10.0,Bluish-Green,Thailand,7.58,2015,Washed / Wet,10.0,10.0,Catimor,1200.0,Specialty
7.58,7.75,7.58,7.67,7.75,0,0,10.0,,El Salvador,7.5,2016,Washed / Wet,10.0,10.0,Bourbon,1330.0,Specialty
7.67,7.58,7.58,7.67,7.58,4,0,10.0,Green,Colombia,7.67,2015,Natural / Dry,10.0,10.0,Caturra,442.0,Specialty
7.5,7.75,7.33,7.83,7.42,0,6,10.0,Green,Brazil,7.83,2014,Semi-Washed / Semi-Pulped,10.0,10.0,Yellow Bourbon,,Specialty
7.67,7.58,7.75,7.58,7.58,0,4,10.0,Green,"Tanzania, United Republic Of",7.67,2014,Washed / Wet,10.0,10.0,Bourbon,1600.0,Specialty
7.75,7.25,7.58,8.58,7.75,0,1,10.0,Green,Colombia,7.58,2014/2015,Washed / Wet,10.0,9.33,Caturra,1813.0,Specialty
7.83,7.33,7.75,7.67,7.5,0,1,10.0,Green,Guatemala,7.83,2013,Natural / Dry,10.0,10.0,Bourbon,1219.2,Specialty
7.83,7.5,7.67,7.5,7.58,0,2,10.0,Green,Guatemala,7.75,2014,Washed / Wet,10.0,10.0,Caturra,1500.0,Specialty
7.42,7.75,7.67,7.75,7.75,0,0,10.0,Green,Guatemala,7.5,2013,Washed / Wet,10.0,10.0,Bourbon,1310.64,Specialty
7.58,7.67,7.42,7.67,7.67,0,2,10.0,Green,United States (Hawaii),7.75,2012,Natural / Dry,10.0,10.0,Hawaiian Kona,,Specialty
7.5,7.58,7.5,7.75,7.67,0,2,10.0,Green,Colombia,7.75,2012,Washed / Wet,10.0,10.0,Caturra,1450.0,Specialty
7.67,7.58,7.58,7.67,7.75,1,3,10.0,,Colombia,7.58,,,10.0,10.0,,,Specialty
7.67,7.42,7.5,7.58,7.83,0,0,10.0,,United States (Hawaii),7.92,2010,,10.0,10.0,,,Specialty
7.92,7.5,7.58,7.42,7.92,0,0,10.0,,Thailand,7.25,,,10.0,10.0,Peaberry,,Specialty
7.63,7.38,7.25,8.75,7.5,2,4,10.0,,Mexico,7.88,January Through April,,10.0,9.0,,1050.0,Specialty
7.58,7.75,7.75,7.58,7.58,0,0,10.0,,Colombia,7.5,2016,Washed / Wet,10.0,10.0,Caturra,1650.0,Specialty
7.42,7.58,7.67,7.75,7.67,0,0,10.0,Blue-Green,Colombia,7.58,2016,Washed / Wet,10.0,10.0,Caturra,,Specialty
7.58,7.58,7.83,7.58,7.5,1,2,10.0,Green,Colombia,7.58,2016,Washed / Wet,10.0,10.0,Caturra,,Specialty
7.58,7.33,7.5,7.92,7.58,1,5,10.0,Green,Brazil,7.83,2015/2016,Semi-Washed / Semi-Pulped,10.0,10.0,Catuai,1227.0,Specialty
7.67,7.5,7.75,7.58,7.5,0,2,10.0,Green,Mexico,7.75,2014,Washed / Wet,10.0,10.0,Caturra,1200.0,Specialty
7.83,7.42,7.67,7.42,7.83,0,1,10.0,Green,Colombia,7.75,2015,Washed / Wet,10.0,10.0,Caturra,1650.0,Specialty
7.58,7.67,7.75,7.58,7.58,0,6,10.0,Green,"Tanzania, United Republic Of",7.58,2014,Semi-Washed / Semi-Pulped,10.0,10.0,Other,1700.0,Specialty
7.67,7.58,7.67,7.58,7.5,0,0,10.0,Green,Mexico,7.67,2013,Washed / Wet,10.0,10.0,Other,1100.0,Specialty
7.67,7.42,7.67,7.67,7.67,0,3,10.0,Green,Costa Rica,7.67,2014,Washed / Wet,10.0,10.0,Caturra,1300.0,Specialty
7.67,7.83,7.83,8.0,7.92,0,1,10.0,Bluish-Green,United States (Hawaii),7.58,2014,Natural / Dry,9.33,9.33,Hawaiian Kona,,Specialty
7.5,7.67,7.5,7.17,7.83,0,3,10.0,Green,Costa Rica,7.67,2013,Washed / Wet,10.0,10.0,Catuai,1200.0,Specialty
7.83,7.58,7.83,7.58,7.92,0,5,10.0,Green,Peru,7.75,2013,Washed / Wet,10.0,9.33,,,Specialty
7.5,7.67,7.58,7.42,7.83,0,4,10.0,Green,Haiti,7.5,2012,Washed / Wet,10.0,10.0,Typica,1280.16,Specialty
7.67,7.5,7.67,7.42,7.92,0,1,10.0,Green,Colombia,7.67,2013,Natural / Dry,10.0,10.0,Caturra,1000.0,Specialty
7.67,7.17,7.83,7.67,7.67,0,3,10.0,Green,Guatemala,7.67,2013,Washed / Wet,10.0,10.0,Bourbon,1310.64,Specialty
7.83,7.58,7.92,7.67,7.67,0,4,10.0,Bluish-Green,United States (Hawaii),7.5,2012,Natural / Dry,10.0,9.33,Hawaiian Kona,,Specialty
7.5,7.33,7.75,7.75,7.5,0,5,10.0,,Burundi,7.67,2012,Washed / Wet,10.0,10.0,Bourbon,1880.0,Specialty
7.58,7.67,7.5,7.58,7.67,0,1,10.0,Green,Colombia,7.67,2012,Washed / Wet,10.0,10.0,Caturra,1750.0,Specialty
7.75,7.83,8.08,7.58,7.67,0,0,10.0,,United States (Hawaii),7.83,,,9.33,9.33,,,Specialty
7.5,7.58,7.58,7.67,7.83,0,0,10.0,,United States (Hawaii),7.67,,,10.0,10.0,,,Specialty
7.83,7.42,7.67,7.5,7.33,0,0,10.0,Blue-Green,Mexico,7.83,2017,Washed / Wet,10.0,10.0,Typica,1600.0,Specialty
7.5,7.83,7.5,7.67,7.67,0,0,10.0,Green,Costa Rica,7.5,2016,Pulped Natural / Honey,10.0,10.0,Catuai,1900.0,Specialty
7.67,7.42,7.83,7.67,7.5,0,0,10.0,,Costa Rica,7.5,2015,Washed / Wet,10.0,10.0,,,Specialty
7.83,7.42,7.5,7.58,7.67,0,7,10.0,Green,Guatemala,7.58,2016,Washed / Wet,10.0,10.0,Pacas,2100.0,Specialty
7.42,7.67,7.5,7.67,7.67,0,1,10.0,Green,Uganda,7.67,2015,Washed / Wet,10.0,10.0,Sl14,,Specialty
7.5,7.42,7.58,7.42,7.67,0,4,10.0,Green,Brazil,7.67,2016,,10.0,10.0,,,Specialty
7.17,7.67,7.58,7.83,7.75,0,2,10.0,Green,Colombia,7.67,2015/2016,Natural / Dry,10.0,10.0,Caturra,442.0,Specialty
7.58,7.5,7.83,7.58,7.58,0,2,10.0,Bluish-Green,Mexico,7.75,2015,Natural / Dry,10.0,10.0,Typica,1261.0,Specialty
7.5,7.5,7.67,7.83,7.67,0,0,10.0,Blue-Green,Taiwan,7.5,2015,Washed / Wet,10.0,10.0,Bourbon,1000.0,Specialty
7.58,7.75,7.92,7.33,7.5,0,0,10.0,Green,Taiwan,7.83,2014,Washed / Wet,10.0,10.0,Typica,800.0,Specialty
7.58,7.5,7.58,7.75,7.58,0,0,10.0,Green,Colombia,7.58,2014,Natural / Dry,10.0,10.0,Caturra,1483.0,Specialty
7.67,7.58,7.5,7.5,7.67,0,1,10.0,Green,Guatemala,7.67,2014,Washed / Wet,10.0,10.0,Caturra,1500.0,Specialty
7.33,7.67,7.83,7.67,7.67,0,1,10.0,Green,Colombia,7.5,2013,Washed / Wet,10.0,10.0,Caturra,1750.0,Specialty
7.5,7.5,7.58,7.58,7.58,0,6,10.0,Green,Mexico,7.75,2013,Washed / Wet,10.0,10.0,Bourbon,1300.0,Specialty
8.0,7.83,7.58,7.67,8.08,0,4,10.0,Bluish-Green,United States (Hawaii),7.75,2012,Natural / Dry,9.33,9.33,Hawaiian Kona,,Specialty
7.92,7.42,7.75,7.5,7.33,0,0,10.0,Blue-Green,Mexico,7.75,2012,Washed / Wet,10.0,10.0,Caturra,1000.0,Specialty
7.83,7.08,7.83,8.08,7.42,0,9,10.0,Green,Guatemala,7.58,2012,Washed / Wet,10.0,10.0,Bourbon,1310.64,Specialty
7.58,7.5,7.75,7.58,7.58,0,1,10.0,Blue-Green,Brazil,7.67,2012,Semi-Washed / Semi-Pulped,10.0,10.0,Yellow Bourbon,1200.0,Specialty
7.42,7.58,7.67,7.58,7.83,0,1,10.0,Green,Colombia,7.58,2012,Washed / Wet,10.0,10.0,Caturra,175.0,Specialty
7.5,7.5,7.67,7.67,7.58,0,0,10.0,Green,Colombia,7.67,2012,Washed / Wet,10.0,10.0,Caturra,1775.0,Specialty
7.42,7.25,7.92,7.58,7.83,0,0,10.0,,Colombia,7.75,1T/2011,,10.0,10.0,,1700.0,Specialty
7.25,7.67,8.0,7.5,7.67,0,1,10.0,,Colombia,7.67,4t/2010,,10.0,10.0,,1880.0,Specialty
7.42,7.5,7.92,7.67,7.42,0,1,10.0,,Colombia,7.75,4T/2010,,10.0,10.0,,1800.0,Specialty
7.58,7.5,7.67,7.58,7.67,0,4,10.0,Green,Brazil,7.42,2017 / 2018,Natural / Dry,10.0,10.0,Bourbon,890.0,Specialty
7.67,7.33,7.58,7.58,7.75,0,1,10.0,Green,Guatemala,7.58,2017,Washed / Wet,10.0,10.0,Bourbon,1901.0,Specialty
7.67,7.42,7.67,7.58,7.67,0,3,10.0,Green,"Tanzania, United Republic Of",7.58,2016,Washed / Wet,10.0,10.0,Bourbon,168.0,Specialty
7.58,7.5,7.92,7.5,7.67,0,0,10.0,Green,Peru,7.5,2017,,10.0,10.0,,,Specialty
7.33,7.08,7.58,8.58,7.58,0,0,10.0,,Vietnam,7.42,2017,Natural / Dry,10.0,10.0,Catimor,1550.0,Specialty
7.75,7.42,7.67,7.5,7.58,2,3,10.0,Green,Guatemala,7.75,2016,Washed / Wet,10.0,10.0,Caturra,1500.0,Specialty
7.67,7.33,7.5,7.67,7.67,0,0,10.0,Green,China,7.67,2015,Washed / Wet,10.0,10.0,Catimor,1200.0,Specialty
7.67,7.5,7.67,7.58,7.42,0,3,10.0,Green,China,7.67,2015,Washed / Wet,10.0,10.0,Catimor,1600.0,Specialty
7.67,7.33,7.5,7.67,8.0,0,0,10.0,Green,El Salvador,7.5,2016,Washed / Wet,10.0,10.0,Bourbon,1350.0,Specialty
7.83,7.5,7.5,7.5,7.58,0,1,10.0,Green,Guatemala,7.75,2015,Washed / Wet,10.0,10.0,Bourbon,1500.0,Specialty
7.75,7.42,7.92,7.5,7.5,0,3,10.0,Green,Guatemala,7.67,2015,Washed / Wet,10.0,10.0,Bourbon,1650.0,Specialty
7.75,7.67,7.83,8.5,7.83,0,1,9.33,Bluish-Green,Kenya,7.75,2014,Washed / Wet,9.33,9.33,Sl28,250.5,Specialty
7.75,7.58,7.67,7.67,7.42,0,0,10.0,Bluish-Green,Thailand,7.58,2014,Washed / Wet,10.0,10.0,,800.0,Specialty
7.58,7.67,7.58,7.58,7.42,0,6,10.0,Bluish-Green,"Tanzania, United Republic Of",7.67,2014,Washed / Wet,10.0,10.0,Other,1653.0,Specialty
7.67,7.5,7.58,7.67,7.5,0,4,10.0,,Colombia,7.5,2014,Washed / Wet,10.0,10.0,Caturra,1775.0,Specialty
7.42,7.5,8.0,7.58,7.33,0,0,10.0,Bluish-Green,Uganda,7.67,2014,Washed / Wet,10.0,10.0,Sl14,1800.0,Specialty
7.58,7.5,7.58,7.58,7.58,10,3,10.0,Green,Colombia,7.75,2014,Washed / Wet,10.0,10.0,,,Specialty
7.67,7.5,7.5,7.67,7.67,0,5,10.0,Green,Honduras,7.5,2013,Natural / Dry,10.0,10.0,Catuai,1450.0,Specialty
7.67,7.5,7.67,7.67,7.5,0,3,10.0,Green,Honduras,7.67,2014/2015,Natural / Dry,10.0,10.0,Caturra,1350.0,Specialty
8.17,7.17,7.33,7.67,7.33,0,1,10.0,Green,Guatemala,7.83,2014,Washed / Wet,10.0,10.0,Catuai,1524.0,Specialty
7.42,7.58,7.5,7.67,7.92,0,0,10.0,Bluish-Green,United States (Hawaii),7.5,2013,Natural / Dry,10.0,10.0,Hawaiian Kona,,Specialty
7.75,7.58,7.58,7.58,7.58,0,1,10.0,Green,"Tanzania, United Republic Of",7.5,2014,Washed / Wet,10.0,10.0,Bourbon,1800.0,Specialty
7.67,7.33,7.67,7.67,7.5,0,2,10.0,Green,Guatemala,7.83,2013,Washed / Wet,10.0,10.0,Bourbon,1310.64,Specialty
7.58,7.58,7.75,7.42,7.5,0,2,10.0,Green,Mexico,7.58,2013,Washed / Wet,10.0,10.0,Typica,1500.0,Specialty
7.5,7.58,7.75,7.58,7.42,3,8,10.0,,Mexico,7.67,2012,Washed / Wet,10.0,10.0,Typica,532.0,Specialty
7.67,7.42,7.58,7.58,7.5,0,10,10.0,,Mexico,7.75,2012,Washed / Wet,10.0,10.0,Pacamara,1089.0,Specialty
7.5,7.5,7.67,8.17,7.58,1,2,10.0,Green,Colombia,7.5,2012,Washed / Wet,10.0,10.0,Caturra,1775.0,Specialty
7.75,7.42,7.75,7.58,7.58,0,5,10.0,Green,Mexico,7.5,2012,Washed / Wet,10.0,10.0,Typica,700.0,Specialty
7.58,7.5,7.58,7.67,7.67,0,0,10.0,Blue-Green,Colombia,7.67,2012,Washed / Wet,10.0,10.0,Caturra,1750.0,Specialty
7.58,7.58,7.5,7.5,7.67,0,5,10.0,,Mexico,7.75,2012,Washed / Wet,10.0,10.0,Typica,1380.0,Specialty
7.5,7.58,7.75,7.58,7.58,0,1,10.0,Green,Brazil,7.67,2012,Natural / Dry,10.0,10.0,Mundo Novo,1000.0,Specialty
7.58,7.5,7.92,7.5,7.42,0,4,10.0,Green,Brazil,7.58,2012,Natural / Dry,10.0,10.0,Mundo Novo,950.0,Specialty
7.5,7.67,7.75,8.0,7.92,0,10,10.0,Green,Guatemala,7.5,2012,Washed / Wet,9.33,10.0,Bourbon,1402.08,Specialty
7.5,7.58,7.75,7.5,7.75,0,3,10.0,Blue-Green,Brazil,7.5,2011,Semi-Washed / Semi-Pulped,10.0,10.0,Mundo Novo,1000.0,Specialty
7.5,7.67,7.58,7.58,7.67,0,2,10.0,,Brazil,7.75,2011,,10.0,10.0,,900.0,Specialty
8.08,8.17,7.42,7.58,7.17,0,3,9.33,,El Salvador,7.83,2010-2011,,10.0,10.0,,1200.0,Specialty
8.08,7.67,7.75,7.92,7.83,0,0,9.33,,Ethiopia,8.0,August to December,,9.33,9.33,,1850.0,Specialty
7.67,7.33,7.58,7.58,7.75,0,4,10.0,Green,Colombia,7.67,2016,Washed / Wet,10.0,10.0,Caturra,1799.0,Specialty
7.42,7.5,7.75,7.75,8.0,1,5,10.0,Green,Colombia,7.5,2016,Washed / Wet,10.0,10.0,Caturra,,Specialty
7.5,7.58,7.58,7.58,7.67,0,2,10.0,Bluish-Green,Brazil,7.58,2015,Pulped Natural / Honey,10.0,10.0,Yellow Bourbon,905.0,Specialty
7.33,7.67,7.33,7.42,7.75,0,3,10.0,Green,Brazil,7.67,2015/2016,Natural / Dry,10.0,10.0,Yellow Bourbon,,Specialty
7.83,7.5,7.83,7.25,7.67,0,0,10.0,Green,Taiwan,7.92,2015,Natural / Dry,10.0,9.33,Typica,750.0,Specialty
7.5,7.58,7.42,7.67,7.75,0,13,10.0,Green,Brazil,7.67,2015,Natural / Dry,10.0,10.0,Mundo Novo,,Specialty
7.42,7.67,7.58,7.5,7.42,0,1,10.0,Green,Brazil,7.83,2014/2015,Washed / Wet,10.0,10.0,Bourbon,1200.0,Specialty
7.67,7.5,7.83,7.67,7.58,0,3,10.0,Green,Costa Rica,7.33,2014,Washed / Wet,10.0,10.0,Catuai,1300.0,Specialty
7.33,7.58,7.33,7.67,7.83,0,8,10.0,Bluish-Green,United States (Hawaii),7.75,2013,Natural / Dry,10.0,10.0,Hawaiian Kona,,Specialty
7.5,7.5,7.75,7.5,7.5,0,0,10.0,,Taiwan,7.75,2013/2014,Other,10.0,10.0,Typica,1300.0,Specialty
7.17,7.33,7.83,7.67,7.75,0,0,10.0,Bluish-Green,United States (Hawaii),7.83,2012,Natural / Dry,10.0,10.0,Hawaiian Kona,,Specialty
7.75,7.42,7.75,7.5,7.5,0,1,10.0,,Mexico,7.67,2012,Washed / Wet,10.0,10.0,Other,1400.0,Specialty
7.67,7.5,7.67,8.0,7.92,1,4,9.33,,United States (Hawaii),7.58,2012,Natural / Dry,10.0,9.33,Hawaiian Kona,,Specialty
7.92,7.58,7.33,7.58,7.67,0,0,10.0,Green,United States (Hawaii),7.58,2012,Washed / Wet,10.0,10.0,Hawaiian Kona,,Specialty
7.58,7.33,7.33,8.08,7.25,0,0,10.0,,Colombia,7.33,Mayo a Julio,,10.0,10.0,Caturra,1775.0,Specialty
7.25,7.33,7.83,7.92,7.42,1,3,10.0,,Colombia,7.75,47/2010,,10.0,10.0,,1880.0,Specialty
7.58,7.5,7.67,7.58,7.67,0,0,10.0,,Indonesia,7.58,2010,,10.0,10.0,,1350.0,Specialty
7.25,7.67,7.92,7.67,7.83,0,1,10.0,,Guatemala,7.67,,,10.0,9.33,,,Specialty
7.75,7.5,7.58,7.5,7.67,0,4,10.0,Green,Brazil,7.5,2017 / 2018,Natural / Dry,10.0,10.0,Bourbon,890.0,Specialty
7.67,7.58,7.5,7.5,7.58,0,5,10.0,Green,Brazil,7.58,2016,Natural / Dry,10.0,10.0,Bourbon,894.0,Specialty
7.67,7.58,7.5,7.42,7.58,0,3,10.0,Bluish-Green,Brazil,7.67,2016,Natural / Dry,10.0,10.0,Bourbon,872.0,Specialty
7.42,7.42,7.67,7.5,7.83,0,6,10.0,Green,Uganda,7.58,2015,Washed / Wet,10.0,10.0,Bourbon,1473.0,Specialty
7.58,7.5,7.67,7.5,7.42,0,8,10.0,Green,Uganda,7.67,2015,Natural / Dry,10.0,10.0,Bourbon,1645.0,Specialty
7.67,7.33,7.67,7.58,7.5,0,4,10.0,Green,Colombia,7.67,2016,,10.0,10.0,,442.0,Specialty
7.58,7.58,7.75,7.67,7.42,0,0,10.0,Green,Vietnam,7.67,2014,Other,10.0,9.33,Caturra,1550.0,Specialty
7.92,7.33,7.67,7.5,7.42,0,3,10.0,Green,Guatemala,7.75,2015,Washed / Wet,10.0,10.0,Catuai,1550.0,Specialty
7.75,7.33,7.75,7.42,7.5,0,2,10.0,Green,Guatemala,7.67,2015,Washed / Wet,10.0,10.0,Catuai,1371.6,Specialty
7.67,7.25,7.83,7.5,7.75,0,2,10.0,Green,Guatemala,7.67,2015,Washed / Wet,10.0,10.0,Bourbon,1500.0,Specialty
7.5,7.67,7.67,7.5,7.42,0,0,10.0,Green,Brazil,7.67,2014,Natural / Dry,10.0,10.0,Catuai,1000.0,Specialty
7.58,7.83,7.92,7.25,7.33,0,0,10.0,Green,Taiwan,7.92,2014,Washed / Wet,10.0,10.0,Typica,1200.0,Specialty
7.5,7.5,7.83,7.5,7.58,0,0,10.0,Green,Uganda,7.58,2013,Washed / Wet,10.0,10.0,Sl14,1800.0,Specialty
7.83,7.67,7.67,7.83,7.75,0,0,10.0,Bluish-Green,United States (Puerto Rico),7.5,2013,Washed / Wet,9.33,10.0,Other,853.44,Specialty
7.83,7.42,7.67,7.5,7.5,1,0,10.0,Green,Guatemala,7.67,2014,Washed / Wet,10.0,10.0,Bourbon,1500.0,Specialty
7.58,7.5,7.67,7.5,7.5,0,3,10.0,Green,Costa Rica,7.58,2013,Washed / Wet,10.0,10.0,Catuai,1200.0,Specialty
7.67,7.42,7.75,7.67,7.42,0,4,10.0,Bluish-Green,Brazil,7.58,2013/2014,Semi-Washed / Semi-Pulped,10.0,10.0,Yellow Bourbon,1250.0,Specialty
7.5,7.33,7.75,7.17,7.58,1,1,10.0,Green,Colombia,7.42,2013,Washed / Wet,10.0,10.0,Caturra,1775.0,Specialty
7.33,7.58,7.83,7.67,7.5,0,0,10.0,Green,Colombia,7.5,2013,Washed / Wet,10.0,10.0,Caturra,1750.0,Specialty
7.42,7.75,7.33,7.58,7.75,0,1,10.0,Green,Colombia,7.67,2013,Natural / Dry,10.0,10.0,Caturra,1000.0,Specialty
7.67,7.42,7.58,7.42,7.58,0,2,10.0,Green,Colombia,7.75,2013,Natural / Dry,10.0,10.0,Caturra,1000.0,Specialty
7.58,7.42,7.5,7.58,7.75,1,2,10.0,Green,Colombia,7.5,2012,Washed / Wet,10.0,10.0,Caturra,1775.0,Specialty
7.5,7.42,7.67,7.58,7.67,0,20,10.0,Green,Mexico,7.58,2012,Washed / Wet,10.0,10.0,Typica,750.0,Specialty
7.58,7.5,7.67,7.67,7.58,0,7,10.0,Green,Mexico,7.83,2012,Semi-Washed / Semi-Pulped,10.0,9.33,Typica,1200.0,Specialty
7.5,7.5,7.5,7.58,7.58,5,8,10.0,Green,Mexico,7.67,2012,Washed / Wet,10.0,10.0,Bourbon,1200.0,Specialty
7.5,7.5,7.67,7.5,7.75,1,4,10.0,,Colombia,7.58,2012,Natural / Dry,10.0,10.0,Arusha,,Specialty
7.67,7.5,7.75,7.75,7.83,0,4,10.0,Green,Colombia,7.58,2012,Washed / Wet,10.0,9.33,Caturra,1625.0,Specialty
7.58,7.58,7.67,7.42,7.67,0,0,10.0,Green,Colombia,7.58,2012,Washed / Wet,10.0,10.0,Caturra,1750.0,Specialty
7.67,7.5,7.5,7.83,7.5,0,2,10.0,Green,Guatemala,7.67,2012,Washed / Wet,10.0,10.0,Bourbon,1371.6,Specialty
7.5,7.58,7.67,7.42,7.67,0,0,10.0,Bluish-Green,Colombia,7.67,2011,Washed / Wet,10.0,10.0,Caturra,1775.0,Specialty
7.5,7.58,7.33,7.67,7.75,0,0,10.0,,Thailand,7.67,2011,,10.0,10.0,,,Specialty
7.33,7.58,7.33,7.92,7.58,0,1,10.0,,Colombia,7.67,Abril - Julio,,10.0,10.0,,1450.0,Specialty
7.83,7.67,7.83,7.83,7.92,0,0,9.33,,United States (Hawaii),7.83,,,9.33,9.33,,,Specialty
7.58,7.42,7.5,7.67,7.58,0,1,10.0,,United States (Hawaii),7.58,,,10.0,10.0,,,Specialty
7.67,7.67,7.5,7.58,7.58,0,2,10.0,,Colombia,7.58,4t/2011,,10.0,10.0,,1800.0,Specialty
7.92,7.75,7.58,8.08,7.92,0,0,9.33,,Nicaragua,7.83,2009-2010,,9.33,9.33,Caturra,,Specialty
7.75,7.42,7.5,7.5,8.17,0,0,10.0,,Thailand,7.25,,,10.0,10.0,,,Specialty
7.58,7.5,7.67,7.5,7.58,0,0,10.0,Green,Brazil,7.58,2017 / 2018,Natural / Dry,10.0,10.0,Bourbon,890.0,Specialty
7.58,7.75,7.5,7.83,7.92,0,1,10.0,Green,El Salvador,7.5,2017,Washed / Wet,9.33,10.0,Bourbon,1350.0,Specialty
7.33,7.5,7.58,7.58,7.67,0,1,10.0,Green,Colombia,7.67,2017,Washed / Wet,10.0,10.0,Caturra,1500.0,Specialty
7.67,7.25,7.17,7.58,7.67,31,0,10.0,Green,Taiwan,7.83,2016,Natural / Dry,10.0,10.0,Caturra,350.0,Specialty
7.5,7.5,7.58,7.58,7.58,1,20,10.0,Bluish-Green,Ethiopia,7.58,2016,Washed / Wet,10.0,10.0,Ethiopian Heirlooms,2000.0,Specialty
7.33,7.67,7.5,7.75,7.5,0,9,10.0,Green,Taiwan,7.58,2014,Natural / Dry,10.0,10.0,Typica,775.0,Specialty
7.58,7.67,7.58,7.5,7.5,0,1,10.0,Blue-Green,Philippines,7.58,2015,Washed / Wet,10.0,10.0,Other,1200.0,Specialty
7.42,7.67,8.08,7.5,7.33,0,0,10.0,Bluish-Green,Philippines,7.5,2014,Washed / Wet,10.0,10.0,Other,1600.0,Specialty
7.58,7.25,7.83,7.5,7.5,0,3,10.0,Blue-Green,Mexico,7.67,2015,Natural / Dry,10.0,10.0,Typica,1059.0,Specialty
7.42,7.42,7.75,7.5,7.75,2,8,10.0,Bluish-Green,Mexico,7.67,2015,Washed / Wet,10.0,10.0,Bourbon,1300.0,Specialty
7.83,7.5,7.08,7.67,7.75,0,16,10.0,Green,Brazil,7.5,2014/2015,Semi-Washed / Semi-Pulped,10.0,10.0,Moka Peaberry,,Specialty
7.58,7.5,8.0,7.42,7.33,0,0,10.0,Green,Uganda,7.5,2013,Washed / Wet,10.0,10.0,Sl14,1650.0,Specialty
7.5,7.58,7.75,7.5,7.5,0,4,10.0,Green,Uganda,7.58,2013,Washed / Wet,10.0,10.0,Sl14,1400.0,Specialty
7.58,7.42,7.75,7.5,7.67,0,1,10.0,Green,Guatemala,7.5,2014,Washed / Wet,10.0,10.0,Bourbon,1500.0,Specialty
7.5,7.42,7.67,7.5,7.33,0,2,10.0,Green,Guatemala,7.83,2014,Natural / Dry,10.0,10.0,Caturra,1500.0,Specialty
7.58,7.25,7.58,7.58,7.58,0,4,10.0,Green,Guatemala,7.58,2012,Washed / Wet,10.0,10.0,,,Specialty
7.33,7.75,7.58,7.58,7.58,0,2,10.0,Green,Colombia,7.5,2013,Washed / Wet,10.0,10.0,Caturra,1900.0,Specialty
7.5,7.25,7.75,7.5,7.75,0,0,10.0,Bluish-Green,Colombia,7.5,2013,Natural / Dry,10.0,10.0,Caturra,1750.0,Specialty
7.92,7.25,7.83,7.17,7.5,0,2,10.0,Green,Guatemala,7.75,2013,Washed / Wet,10.0,10.0,Bourbon,1706.88,Specialty
7.42,7.42,7.83,7.58,7.5,3,5,10.0,Green,Colombia,7.67,2013,Washed / Wet,10.0,10.0,Other,1450.0,Specialty
7.25,7.33,7.58,7.75,7.58,0,4,10.0,Green,Mexico,7.58,2012,Natural / Dry,10.0,10.0,Typica,1248.0,Specialty
7.58,7.17,7.67,7.42,8.08,0,17,10.0,,Vietnam,7.33,2012,Natural / Dry,10.0,10.0,Other,1040.0,Specialty
